,_415,_445,_480,_515,_clear_1,_nir_1,_555,_590,_630,_680,_clear_2,_nir_2,flicker,timestamp,epoch
0,533.0,760.0,1084.0,1536.0,11751.0,3912.0,2858.0,2872.0,4412.0,4013.0,11734.0,3912.0,1.0,4958091.0,1666214011.3589365
1,532.0,757.0,1080.0,1530.0,11715.0,3910.0,2854.0,2869.0,4407.0,4007.0,11727.0,3923.0,1.0,4963009.0,1666214015.5170887
2,531.0,757.0,1078.0,1528.0,11719.0,3918.0,2849.0,2862.0,4398.0,4001.0,11713.0,3916.0,1.0,4968091.0,1666214020.5434527
3,531.0,754.0,1076.0,1523.0,11697.0,3912.0,2845.0,2857.0,4394.0,3994.0,11688.0,3910.0,1.0,4972989.0,1666214025.5073705
4,529.0,753.0,1074.0,1520.0,11669.0,3904.0,2839.0,2854.0,4387.0,3988.0,11669.0,3904.0,1.0,4978112.0,1666214030.5327556
5,528.0,752.0,1071.0,1516.0,11668.0,3902.0,2835.0,2850.0,4382.0,3980.0,11661.0,3902.0,1.0,4982989.0,1666214035.5282347
6,523.0,737.0,1050.0,1487.0,11575.0,3864.0,2791.0,2809.0,4272.0,3929.0,11355.0,3805.0,1.0,4988091.0,1666214040.5077367
7,513.0,698.0,1000.0,1427.0,11166.0,3740.0,2733.0,2749.0,4202.0,3857.0,11348.0,3800.0,1.0,4993009.0,1666214045.5324664
8,514.0,701.0,1003.0,1430.0,11332.0,3801.0,2782.0,2798.0,4286.0,3920.0,11480.0,3809.0,1.0,4998091.0,1666214050.5435987
9,519.0,733.0,1041.0,1475.0,11471.0,3806.0,2774.0,2789.0,4276.0,3909.0,11476.0,3809.0,1.0,5002989.0,1666214055.7906976
10,522.0,741.0,1053.0,1490.0,11505.0,3804.0,2790.0,2804.0,4306.0,3928.0,11497.0,3807.0,1.0,5008111.0,1666214060.5328853
11,519.0,736.0,1045.0,1479.0,11424.0,3826.0,2788.0,2798.0,4296.0,3914.0,11405.0,3825.0,1.0,5012989.0,1666214065.5391915
