,_415,_445,_480,_515,_clear_1,_nir_1,_555,_590,_630,_680,_clear_2,_nir_2,flicker,timestamp,epoch
0,167.0,319.0,370.0,482.0,1722.0,236.0,1305.0,1212.0,1583.0,628.0,1721.0,234.0,1.0,8089.0,1666367088.9019904
1,168.0,320.0,372.0,484.0,1727.0,236.0,1308.0,1214.0,1587.0,631.0,1725.0,234.0,1.0,13007.0,1666367093.6603796
2,169.0,320.0,371.0,484.0,1726.0,234.0,1308.0,1214.0,1587.0,632.0,1726.0,234.0,1.0,18089.0,1666367098.932574
3,169.0,320.0,372.0,484.0,1728.0,236.0,1307.0,1216.0,1588.0,631.0,1727.0,234.0,1.0,22987.0,1666367103.651249
4,167.0,318.0,370.0,482.0,1711.0,234.0,1305.0,1213.0,1586.0,630.0,1724.0,236.0,1.0,28109.0,1666367108.6603575
5,168.0,319.0,370.0,483.0,1722.0,234.0,1306.0,1213.0,1587.0,631.0,1726.0,236.0,1.0,32987.0,1666367113.6713247
6,168.0,320.0,371.0,485.0,1725.0,236.0,1308.0,1216.0,1586.0,630.0,1726.0,236.0,1.0,38089.0,1666367118.65115
7,168.0,320.0,372.0,485.0,1729.0,236.0,1308.0,1216.0,1589.0,631.0,1728.0,234.0,1.0,43007.0,1666367123.6758552
8,169.0,320.0,372.0,485.0,1730.0,236.0,1309.0,1217.0,1590.0,632.0,1731.0,236.0,1.0,48089.0,1666367128.6709573
9,169.0,320.0,372.0,485.0,1731.0,236.0,1309.0,1217.0,1591.0,632.0,1730.0,234.0,1.0,52987.0,1666367133.9396174
10,169.0,321.0,372.0,487.0,1737.0,350.0,1304.0,1211.0,1584.0,627.0,1717.0,234.0,1.0,58109.0,1666367138.6763651
11,168.0,320.0,371.0,484.0,1726.0,234.0,1307.0,1214.0,1587.0,630.0,1727.0,236.0,1.0,62987.0,1666367143.671786
12,168.0,320.0,371.0,484.0,1727.0,234.0,1309.0,1214.0,1588.0,630.0,1728.0,234.0,1.0,68089.0,1666367148.652516
13,168.0,320.0,372.0,485.0,1730.0,234.0,1309.0,1215.0,1589.0,631.0,1730.0,236.0,1.0,73007.0,1666367153.6780007
14,168.0,320.0,371.0,484.0,1729.0,234.0,1309.0,1216.0,1588.0,630.0,1730.0,236.0,1.0,78089.0,1666367158.6873255
15,168.0,320.0,371.0,484.0,1728.0,234.0,1307.0,1214.0,1588.0,630.0,1727.0,234.0,1.0,82987.0,1666367163.7391188
16,168.0,320.0,371.0,484.0,1730.0,236.0,1308.0,1215.0,1588.0,630.0,1730.0,234.0,1.0,88109.0,1666367168.6830459
17,168.0,320.0,371.0,484.0,1728.0,234.0,1308.0,1216.0,1589.0,630.0,1729.0,234.0,1.0,92987.0,1666367173.6883962
18,170.0,322.0,373.0,487.0,1743.0,322.0,1308.0,1214.0,1588.0,630.0,1729.0,234.0,1.0,98089.0,1666367178.9818583
19,168.0,319.0,371.0,484.0,1727.0,234.0,1308.0,1215.0,1588.0,630.0,1729.0,234.0,1.0,103007.0,1666367183.6941202
20,167.0,320.0,371.0,483.0,1727.0,234.0,1306.0,1211.0,1583.0,628.0,1714.0,232.0,1.0,108089.0,1666367188.6874194
21,168.0,319.0,371.0,485.0,1729.0,234.0,1307.0,1213.0,1586.0,630.0,1727.0,234.0,1.0,112987.0,1666367193.6685288
22,168.0,319.0,371.0,484.0,1727.0,234.0,1308.0,1213.0,1586.0,631.0,1727.0,235.0,1.0,118109.0,1666367198.6942132
23,168.0,319.0,371.0,484.0,1727.0,234.0,1307.0,1214.0,1586.0,630.0,1728.0,234.0,1.0,122987.0,1666367203.7081158
24,169.0,320.0,371.0,484.0,1727.0,235.0,1307.0,1214.0,1586.0,630.0,1728.0,234.0,1.0,128089.0,1666367208.684465
25,169.0,320.0,372.0,484.0,1730.0,234.0,1307.0,1213.0,1586.0,630.0,1728.0,234.0,1.0,133007.0,1666367213.694284
26,168.0,319.0,371.0,483.0,1726.0,236.0,1308.0,1214.0,1585.0,630.0,1726.0,235.0,1.0,138089.0,1666367218.7042835
27,168.0,320.0,370.0,484.0,1726.0,234.0,1307.0,1215.0,1587.0,630.0,1728.0,234.0,1.0,142987.0,1666367224.021741
28,163.0,309.0,362.0,473.0,1691.0,232.0,1302.0,1208.0,1580.0,627.0,1720.0,232.0,1.0,148109.0,1666367228.807849
29,167.0,318.0,369.0,482.0,1722.0,234.0,1304.0,1210.0,1582.0,628.0,1723.0,234.0,1.0,152987.0,1666367233.9393938
30,167.0,318.0,370.0,482.0,1723.0,234.0,1303.0,1210.0,1582.0,628.0,1722.0,234.0,1.0,158089.0,1666367238.6847482
31,167.0,319.0,370.0,483.0,1723.0,234.0,1302.0,1210.0,1581.0,628.0,1723.0,234.0,1.0,163007.0,1666367243.71073
32,168.0,319.0,370.0,481.0,1722.0,234.0,1303.0,1210.0,1582.0,629.0,1723.0,234.0,1.0,168089.0,1666367248.7356973
33,167.0,318.0,370.0,482.0,1723.0,234.0,1302.0,1210.0,1581.0,628.0,1722.0,234.0,1.0,172987.0,1666367253.7019174
34,167.0,318.0,370.0,482.0,1723.0,234.0,1304.0,1211.0,1581.0,628.0,1723.0,234.0,1.0,178109.0,1666367258.7100995
35,168.0,319.0,370.0,482.0,1722.0,232.0,1303.0,1211.0,1582.0,628.0,1723.0,234.0,1.0,182987.0,1666367263.7213917
36,168.0,319.0,370.0,482.0,1724.0,240.0,1304.0,1212.0,1582.0,628.0,1726.0,234.0,1.0,188089.0,1666367269.0623908
37,167.0,319.0,370.0,483.0,1724.0,234.0,1308.0,1216.0,1587.0,630.0,1728.0,234.0,1.0,193007.0,1666367273.7276726
38,167.0,320.0,371.0,484.0,1721.0,234.0,1306.0,1212.0,1586.0,629.0,1725.0,234.0,1.0,198089.0,1666367278.7261155
39,168.0,319.0,371.0,484.0,1725.0,232.0,1306.0,1213.0,1585.0,629.0,1726.0,234.0,1.0,202987.0,1666367283.7028296
40,169.0,320.0,371.0,486.0,1727.0,234.0,1315.0,1223.0,1597.0,636.0,1737.0,236.0,1.0,208109.0,1666367288.7279444
41,172.0,327.0,380.0,496.0,1762.0,240.0,1312.0,1221.0,1593.0,639.0,1735.0,234.0,1.0,212987.0,1666367293.792694
